1,0,1689,385,146,332,67,-1,-1,-1
1,1,1303,503,61,139,29,-1,-1,-1
1,2,1258,569,40,91,19,-1,-1,-1
1,3,31,525,113,257,17,-1,-1,-1
1,4,1800,483,94,214,11,-1,-1,-1
2,0,1689,385,146,332,66,-1,-1,-1
2,1,1312,503,61,139,36,-1,-1,-1
2,4,1744,476,123,280,16,-1,-1,-1
2,2,1254,537,52,118,15,-1,-1,-1
2,3,55,542,94,214,9,-1,-1,-1
2,5,1641,494,40,91,6,-1,-1,-1
3,6,1742,513,94,214,64,-1,-1,-1
3,0,1664,418,135,307,31,-1,-1,-1
3,1,1312,503,61,139,30,-1,-1,-1
3,4,1776,473,113,257,14,-1,-1,-1
3,7,1234,415,103,234,12,-1,-1,-1
3,8,107,494,103,234,11,-1,-1,-1
3,3,51,555,87,199,3,-1,-1,-1
4,0,1668,371,159,362,53,-1,-1,-1
4,4,1759,473,113,257,34,-1,-1,-1
4,9,1852,505,30,70,24,-1,-1,-1
4,1,1305,500,67,153,21,-1,-1,-1
4,8,107,494,103,234,15,-1,-1,-1
4,3,58,566,79,181,3,-1,-1,-1
5,4,1692,371,159,362,52,-1,-1,-1
5,9,1848,505,30,70,36,-1,-1,-1
5,1,1318,537,52,118,25,-1,-1,-1
5,0,1643,396,159,362,11,-1,-1,-1
6,0,1666,385,146,332,52,-1,-1,-1
6,9,1849,510,28,64,35,-1,-1,-1
6,10,1333,498,56,128,30,-1,-1,-1
6,1,1318,537,52,118,30,-1,-1,-1
6,4,1741,473,113,257,29,-1,-1,-1
6,8,107,494,103,234,20,-1,-1,-1
7,0,1668,371,159,362,49,-1,-1,-1
7,9,1849,510,28,64,35,-1,-1,-1
7,1,1316,489,67,153,28,-1,-1,-1
7,10,1351,506,56,128,10,-1,-1,-1
7,11,159,550,40,91,7,-1,-1,-1
7,12,1263,545,47,108,4,-1,-1,-1
8,0,1668,371,159,362,50,-1,-1,-1
8,1,1322,494,61,139,38,-1,-1,-1
8,9,1848,505,30,70,24,-1,-1,-1
8,13,123,494,103,234,15,-1,-1,-1
8,14,257,455,113,257,10,-1,-1,-1
9,0,1666,385,146,332,59,-1,-1,-1
9,1,1326,489,67,153,41,-1,-1,-1
9,9,1848,505,30,70,30,-1,-1,-1
9,15,1727,418,135,307,25,-1,-1,-1
9,13,142,521,52,118,17,-1,-1,-1
9,12,1274,551,43,98,14,-1,-1,-1
9,14,266,463,103,234,13,-1,-1,-1
10,0,1689,385,146,332,64,-1,-1,-1
10,1,1326,500,67,153,44,-1,-1,-1
10,13,146,515,56,128,17,-1,-1,-1
10,14,266,463,103,234,16,-1,-1,-1
10,12,1278,545,47,108,11,-1,-1,-1
10,9,1849,510,28,64,8,-1,-1,-1
11,0,1689,385,146,332,58,-1,-1,-1
11,1,1326,500,67,153,38,-1,-1,-1
11,14,266,463,103,234,13,-1,-1,-1
11,12,1278,545,47,108,10,-1,-1,-1
11,16,171,481,26,59,6,-1,-1,-1
11,17,1844,367,94,214,3,-1,-1,-1
12,0,1689,408,146,332,51,-1,-1,-1
12,1,1326,490,73,167,39,-1,-1,-1
12,18,-8,290,207,470,13,-1,-1,-1
